"Year","Gender","Age_at_Diagnosis","Geography_code","Geography_name","ICD10_code","Site_description","Count","Type_of_rate","Rate","LCI","UCI","Flag"
2019,"Persons","55 to 59","E92000001","England","C01","Malignant neoplasm of base of tongue",6,"Age-specific",0.2,0.1,0.4,""
2019,"Persons","60 to 64","E92000001","England","C01","Malignant neoplasm of base of tongue",8,"Age-specific",0.3,0.1,0.5,""
2019,"Persons","65 to 69","E92000001","England","C01","Malignant neoplasm of base of tongue",10,"Age-specific",0.4,0.2,0.7,""
2019,"Persons","70 to 74","E92000001","England","C01","Malignant neoplasm of base of tongue",10,"Age-specific",0.4,0.2,0.7,""
2019,"Persons","75 to 79","E92000001","England","C01","Malignant neoplasm of base of tongue",7,"Age-specific",0.4,0.1,0.7,""
2019,"Persons","50 to 54","E92000001","England","C02","Malignant neoplasm of other and unspecified parts of tongue",36,"Age-specific",0.9,0.6,1.3,""
2019,"Persons","55 to 59","E92000001","England","C02","Malignant neoplasm of other and unspecified parts of tongue",60,"Age-specific",1.6,1.2,2.1,""
2019,"Persons","60 to 64","E92000001","England","C02","Malignant neoplasm of other and unspecified parts of tongue",85,"Age-specific",2.7,2.2,3.4,""
2019,"Persons","65 to 69","E92000001","England","C02","Malignant neoplasm of other and unspecified parts of tongue",92,"Age-specific",3.3,2.7,4,""
2019,"Persons","70 to 74","E92000001","England","C02","Malignant neoplasm of other and unspecified parts of tongue",88,"Age-specific",3.2,2.5,3.9,""
2019,"Persons","75 to 79","E92000001","England","C02","Malignant neoplasm of other and unspecified parts of tongue",70,"Age-specific",3.6,2.8,4.6,""
2019,"Persons","50 to 54","E92000001","England","C03","Malignant neoplasm of gum",5,"Age-specific",0.1,0,0.3,""
2019,"Persons","55 to 59","E92000001","England","C03","Malignant neoplasm of gum",5,"Age-specific",0.1,0,0.3,""
2019,"Persons","60 to 64","E92000001","England","C03","Malignant neoplasm of gum",10,"Age-specific",0.3,0.2,0.6,""
2019,"Persons","65 to 69","E92000001","England","C03","Malignant neoplasm of gum",12,"Age-specific",0.4,0.2,0.7,""
2019,"Persons","70 to 74","E92000001","England","C03","Malignant neoplasm of gum",13,"Age-specific",0.5,0.2,0.8,""
2019,"Persons","75 to 79","E92000001","England","C03","Malignant neoplasm of gum",22,"Age-specific",1.1,0.7,1.7,""
2019,"Persons","50 to 54","E92000001","England","C04","Malignant neoplasm of floor of mouth",2,"Age-specific",NA,NA,NA,"s"
2019,"Persons","55 to 59","E92000001","England","C04","Malignant neoplasm of floor of mouth",1,"Age-specific",NA,NA,NA,"s"
2019,"Persons","60 to 64","E92000001","England","C04","Malignant neoplasm of floor of mouth",8,"Age-specific",0.3,0.1,0.5,""
2019,"Persons","65 to 69","E92000001","England","C04","Malignant neoplasm of floor of mouth",7,"Age-specific",0.3,0.1,0.5,""
2019,"Persons","70 to 74","E92000001","England","C04","Malignant neoplasm of floor of mouth",4,"Age-specific",0.1,0,0.4,""
2019,"Persons","75 to 79","E92000001","England","C04","Malignant neoplasm of floor of mouth",6,"Age-specific",0.3,0.1,0.7,""
2019,"Persons","50 to 54","E92000001","England","C05","Malignant neoplasm of palate",5,"Age-specific",0.1,0,0.3,""
2019,"Persons","55 to 59","E92000001","England","C05","Malignant neoplasm of palate",4,"Age-specific",0.1,0,0.3,""
2019,"Persons","60 to 64","E92000001","England","C05","Malignant neoplasm of palate",6,"Age-specific",0.2,0.1,0.4,""
2019,"Persons","65 to 69","E92000001","England","C05","Malignant neoplasm of palate",9,"Age-specific",0.3,0.1,0.6,""
2019,"Persons","70 to 74","E92000001","England","C05","Malignant neoplasm of palate",14,"Age-specific",0.5,0.3,0.8,""
2019,"Persons","75 to 79","E92000001","England","C05","Malignant neoplasm of palate",9,"Age-specific",0.5,0.2,0.9,""
2019,"Persons","50 to 54","E92000001","England","C06","Malignant neoplasm of other and unspecified parts of mouth",19,"Age-specific",0.5,0.3,0.8,""
2019,"Persons","55 to 59","E92000001","England","C06","Malignant neoplasm of other and unspecified parts of mouth",20,"Age-specific",0.5,0.3,0.8,""
2019,"Persons","60 to 64","E92000001","England","C06","Malignant neoplasm of other and unspecified parts of mouth",41,"Age-specific",1.3,0.9,1.8,""
2019,"Persons","65 to 69","E92000001","England","C06","Malignant neoplasm of other and unspecified parts of mouth",29,"Age-specific",1,0.7,1.5,""
2019,"Persons","70 to 74","E92000001","England","C06","Malignant neoplasm of other and unspecified parts of mouth",53,"Age-specific",1.9,1.4,2.5,""
2019,"Persons","75 to 79","E92000001","England","C06","Malignant neoplasm of other and unspecified parts of mouth",35,"Age-specific",1.8,1.3,2.5,""
2019,"Persons","50 to 54","E92000001","England","C07","Malignant neoplasm of parotid gland",5,"Age-specific",0.1,0,0.3,""
2019,"Persons","55 to 59","E92000001","England","C07","Malignant neoplasm of parotid gland",10,"Age-specific",0.3,0.1,0.5,""
2019,"Persons","60 to 64","E92000001","England","C07","Malignant neoplasm of parotid gland",5,"Age-specific",0.2,0.1,0.4,""
2019,"Persons","65 to 69","E92000001","England","C07","Malignant neoplasm of parotid gland",18,"Age-specific",0.6,0.4,1,""
2019,"Persons","70 to 74","E92000001","England","C07","Malignant neoplasm of parotid gland",18,"Age-specific",0.6,0.4,1,""
2019,"Persons","75 to 79","E92000001","England","C07","Malignant neoplasm of parotid gland",25,"Age-specific",1.3,0.8,1.9,""
2019,"Persons","50 to 54","E92000001","England","C08","Malignant neoplasm of other and unspecified major salivary glands",0,"Age-specific",NA,NA,NA,"s"
2019,"Persons","55 to 59","E92000001","England","C08","Malignant neoplasm of other and unspecified major salivary glands",10,"Age-specific",0.3,0.1,0.5,""
2019,"Persons","60 to 64","E92000001","England","C08","Malignant neoplasm of other and unspecified major salivary glands",3,"Age-specific",0.1,0,0.3,""
2019,"Persons","65 to 69","E92000001","England","C08","Malignant neoplasm of other and unspecified major salivary glands",2,"Age-specific",NA,NA,NA,"s"
2019,"Persons","70 to 74","E92000001","England","C08","Malignant neoplasm of other and unspecified major salivary glands",12,"Age-specific",0.4,0.2,0.8,""
2019,"Persons","75 to 79","E92000001","England","C08","Malignant neoplasm of other and unspecified major salivary glands",9,"Age-specific",0.5,0.2,0.9,""
2019,"Persons","50 to 54","E92000001","England","C09","Malignant neoplasm of tonsil",29,"Age-specific",0.7,0.5,1.1,""
2019,"Persons","55 to 59","E92000001","England","C09","Malignant neoplasm of tonsil",44,"Age-specific",1.2,0.9,1.6,""
2019,"Persons","60 to 64","E92000001","England","C09","Malignant neoplasm of tonsil",56,"Age-specific",1.8,1.4,2.3,""
2019,"Persons","65 to 69","E92000001","England","C09","Malignant neoplasm of tonsil",45,"Age-specific",1.6,1.2,2.2,""
2019,"Persons","70 to 74","E92000001","England","C09","Malignant neoplasm of tonsil",36,"Age-specific",1.3,0.9,1.8,""
2019,"Persons","75 to 79","E92000001","England","C09","Malignant neoplasm of tonsil",29,"Age-specific",1.5,1,2.1,""
2019,"Persons","50 to 54","E92000001","England","C10","Malignant neoplasm of oropharynx",25,"Age-specific",0.6,0.4,0.9,""
2019,"Persons","55 to 59","E92000001","England","C10","Malignant neoplasm of oropharynx",37,"Age-specific",1,0.7,1.4,""
2019,"Persons","60 to 64","E92000001","England","C10","Malignant neoplasm of oropharynx",66,"Age-specific",2.1,1.6,2.7,""
2019,"Persons","65 to 69","E92000001","England","C10","Malignant neoplasm of oropharynx",46,"Age-specific",1.6,1.2,2.2,""
2019,"Persons","70 to 74","E92000001","England","C10","Malignant neoplasm of oropharynx",45,"Age-specific",1.6,1.2,2.2,""
2019,"Persons","75 to 79","E92000001","England","C10","Malignant neoplasm of oropharynx",40,"Age-specific",2.1,1.5,2.8,""
2019,"Persons","50 to 54","E92000001","England","C11","Malignant neoplasm of nasopharynx",12,"Age-specific",0.3,0.2,0.5,""
2019,"Persons","55 to 59","E92000001","England","C11","Malignant neoplasm of nasopharynx",11,"Age-specific",0.3,0.1,0.5,""
2019,"Persons","60 to 64","E92000001","England","C11","Malignant neoplasm of nasopharynx",15,"Age-specific",0.5,0.3,0.8,""
2019,"Persons","65 to 69","E92000001","England","C11","Malignant neoplasm of nasopharynx",25,"Age-specific",0.9,0.6,1.3,""
2019,"Persons","70 to 74","E92000001","England","C11","Malignant neoplasm of nasopharynx",16,"Age-specific",0.6,0.3,0.9,""
2019,"Persons","75 to 79","E92000001","England","C11","Malignant neoplasm of nasopharynx",17,"Age-specific",0.9,0.5,1.4,""
2019,"Persons","50 to 54","E92000001","England","C12","Malignant neoplasm of piriform sinus",3,"Age-specific",0.1,0,0.2,""
2019,"Persons","55 to 59","E92000001","England","C12","Malignant neoplasm of piriform sinus",10,"Age-specific",0.3,0.1,0.5,""
2019,"Persons","60 to 64","E92000001","England","C12","Malignant neoplasm of piriform sinus",12,"Age-specific",0.4,0.2,0.7,""
2019,"Persons","65 to 69","E92000001","England","C12","Malignant neoplasm of piriform sinus",11,"Age-specific",0.4,0.2,0.7,""
2019,"Persons","70 to 74","E92000001","England","C12","Malignant neoplasm of piriform sinus",8,"Age-specific",0.3,0.1,0.6,""
2019,"Persons","75 to 79","E92000001","England","C12","Malignant neoplasm of piriform sinus",7,"Age-specific",0.4,0.1,0.7,""
2019,"Persons","50 to 54","E92000001","England","C13","Malignant neoplasm of hypopharynx",12,"Age-specific",0.3,0.2,0.5,""
2019,"Persons","55 to 59","E92000001","England","C13","Malignant neoplasm of hypopharynx",23,"Age-specific",0.6,0.4,0.9,""
2019,"Persons","60 to 64","E92000001","England","C13","Malignant neoplasm of hypopharynx",12,"Age-specific",0.4,0.2,0.7,""
2019,"Persons","65 to 69","E92000001","England","C13","Malignant neoplasm of hypopharynx",27,"Age-specific",1,0.6,1.4,""
2019,"Persons","70 to 74","E92000001","England","C13","Malignant neoplasm of hypopharynx",26,"Age-specific",0.9,0.6,1.4,""
2019,"Persons","75 to 79","E92000001","England","C13","Malignant neoplasm of hypopharynx",21,"Age-specific",1.1,0.7,1.7,""
2019,"Persons","50 to 54","E92000001","England","C14","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",9,"Age-specific",0.2,0.1,0.4,""
2019,"Persons","55 to 59","E92000001","England","C14","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",16,"Age-specific",0.4,0.2,0.7,""
2019,"Persons","60 to 64","E92000001","England","C14","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",30,"Age-specific",1,0.7,1.4,""
2019,"Persons","65 to 69","E92000001","England","C14","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",28,"Age-specific",1,0.7,1.4,""
2019,"Persons","70 to 74","E92000001","England","C14","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",26,"Age-specific",0.9,0.6,1.4,""
2019,"Persons","75 to 79","E92000001","England","C14","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",17,"Age-specific",0.9,0.5,1.4,""
2019,"Persons","50 to 54","E92000001","England","C15","Malignant neoplasm of oesophagus",233,"Age-specific",6,5.2,6.8,""
2019,"Persons","55 to 59","E92000001","England","C15","Malignant neoplasm of oesophagus",390,"Age-specific",10.6,9.6,11.7,""
2019,"Persons","60 to 64","E92000001","England","C15","Malignant neoplasm of oesophagus",608,"Age-specific",19.5,18,21.2,""
2019,"Persons","65 to 69","E92000001","England","C15","Malignant neoplasm of oesophagus",840,"Age-specific",30,28,32.1,""
2019,"Persons","70 to 74","E92000001","England","C15","Malignant neoplasm of oesophagus",1196,"Age-specific",43,40.6,45.5,""
2019,"Persons","75 to 79","E92000001","England","C15","Malignant neoplasm of oesophagus",1020,"Age-specific",52.6,49.4,55.9,""
2019,"Persons","50 to 54","E92000001","England","C16","Malignant neoplasm of stomach",128,"Age-specific",3.3,2.7,3.9,""
2019,"Persons","55 to 59","E92000001","England","C16","Malignant neoplasm of stomach",149,"Age-specific",4.1,3.4,4.8,""
2019,"Persons","60 to 64","E92000001","England","C16","Malignant neoplasm of stomach",219,"Age-specific",7,6.1,8,""
2019,"Persons","65 to 69","E92000001","England","C16","Malignant neoplasm of stomach",338,"Age-specific",12.1,10.8,13.4,""
2019,"Persons","70 to 74","E92000001","England","C16","Malignant neoplasm of stomach",431,"Age-specific",15.5,14.1,17,""
2019,"Persons","75 to 79","E92000001","England","C16","Malignant neoplasm of stomach",506,"Age-specific",26.1,23.9,28.4,""
2019,"Persons","50 to 54","E92000001","England","C17","Malignant neoplasm of small intestine",25,"Age-specific",0.6,0.4,0.9,""
2019,"Persons","55 to 59","E92000001","England","C17","Malignant neoplasm of small intestine",34,"Age-specific",0.9,0.6,1.3,""
2019,"Persons","60 to 64","E92000001","England","C17","Malignant neoplasm of small intestine",36,"Age-specific",1.2,0.8,1.6,""
2019,"Persons","65 to 69","E92000001","England","C17","Malignant neoplasm of small intestine",41,"Age-specific",1.5,1.1,2,""
2019,"Persons","70 to 74","E92000001","England","C17","Malignant neoplasm of small intestine",93,"Age-specific",3.3,2.7,4.1,""
2019,"Persons","75 to 79","E92000001","England","C17","Malignant neoplasm of small intestine",80,"Age-specific",4.1,3.3,5.1,""
2019,"Persons","50 to 54","E92000001","England","C18","Malignant neoplasm of colon",225,"Age-specific",5.8,5,6.6,""
2019,"Persons","55 to 59","E92000001","England","C18","Malignant neoplasm of colon",332,"Age-specific",9,8.1,10.1,""
2019,"Persons","60 to 64","E92000001","England","C18","Malignant neoplasm of colon",466,"Age-specific",15,13.6,16.4,""
2019,"Persons","65 to 69","E92000001","England","C18","Malignant neoplasm of colon",626,"Age-specific",22.4,20.7,24.2,""
2019,"Persons","70 to 74","E92000001","England","C18","Malignant neoplasm of colon",994,"Age-specific",35.8,33.6,38.1,""
2019,"Persons","75 to 79","E92000001","England","C18","Malignant neoplasm of colon",1117,"Age-specific",57.6,54.2,61,""
2019,"Persons","50 to 54","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum",453,"Age-specific",11.6,10.6,12.7,""
2019,"Persons","55 to 59","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum",658,"Age-specific",17.9,16.6,19.3,""
2019,"Persons","60 to 64","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum",929,"Age-specific",29.9,28,31.8,""
2019,"Persons","65 to 69","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum",1259,"Age-specific",45,42.6,47.6,""
2019,"Persons","70 to 74","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum",1834,"Age-specific",66,63,69.1,""
2019,"Persons","75 to 79","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum",2007,"Age-specific",103.4,98.9,108,""
2019,"Persons","50 to 54","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction",106,"Age-specific",2.7,2.2,3.3,""
2019,"Persons","55 to 59","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction",152,"Age-specific",4.1,3.5,4.9,""
2019,"Persons","60 to 64","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction",214,"Age-specific",6.9,6,7.9,""
2019,"Persons","65 to 69","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction",277,"Age-specific",9.9,8.8,11.1,""
2019,"Persons","70 to 74","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction",407,"Age-specific",14.6,13.3,16.1,""
2019,"Persons","75 to 79","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction",419,"Age-specific",21.6,19.6,23.8,""
2019,"Persons","50 to 54","E92000001","England","C20","Malignant neoplasm of rectum",122,"Age-specific",3.1,2.6,3.7,""
2019,"Persons","55 to 59","E92000001","England","C20","Malignant neoplasm of rectum",174,"Age-specific",4.7,4.1,5.5,""
2019,"Persons","60 to 64","E92000001","England","C20","Malignant neoplasm of rectum",249,"Age-specific",8,7,9.1,""
2019,"Persons","65 to 69","E92000001","England","C20","Malignant neoplasm of rectum",356,"Age-specific",12.7,11.4,14.1,""
2019,"Persons","70 to 74","E92000001","England","C20","Malignant neoplasm of rectum",433,"Age-specific",15.6,14.1,17.1,""
2019,"Persons","75 to 79","E92000001","England","C20","Malignant neoplasm of rectum",471,"Age-specific",24.3,22.1,26.6,""
2019,"Persons","50 to 54","E92000001","England","C21","Malignant neoplasm of anus and anal canal",20,"Age-specific",0.5,0.3,0.8,""
2019,"Persons","55 to 59","E92000001","England","C21","Malignant neoplasm of anus and anal canal",41,"Age-specific",1.1,0.8,1.5,""
2019,"Persons","60 to 64","E92000001","England","C21","Malignant neoplasm of anus and anal canal",28,"Age-specific",0.9,0.6,1.3,""
2019,"Persons","65 to 69","E92000001","England","C21","Malignant neoplasm of anus and anal canal",43,"Age-specific",1.5,1.1,2.1,""
2019,"Persons","70 to 74","E92000001","England","C21","Malignant neoplasm of anus and anal canal",55,"Age-specific",2,1.5,2.6,""
2019,"Persons","75 to 79","E92000001","England","C21","Malignant neoplasm of anus and anal canal",53,"Age-specific",2.7,2,3.6,""
2019,"Persons","50 to 54","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts",148,"Age-specific",3.8,3.2,4.4,""
2019,"Persons","55 to 59","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts",287,"Age-specific",7.8,6.9,8.8,""
2019,"Persons","60 to 64","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts",420,"Age-specific",13.5,12.2,14.9,""
2019,"Persons","65 to 69","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts",598,"Age-specific",21.4,19.7,23.2,""
2019,"Persons","70 to 74","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts",871,"Age-specific",31.3,29.3,33.5,""
2019,"Persons","75 to 79","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts",776,"Age-specific",40,37.2,42.9,""
2019,"Persons","50 to 54","E92000001","England","C23","Malignant neoplasm of gallbladder",8,"Age-specific",0.2,0.1,0.4,""
2019,"Persons","55 to 59","E92000001","England","C23","Malignant neoplasm of gallbladder",29,"Age-specific",0.8,0.5,1.1,""
2019,"Persons","60 to 64","E92000001","England","C23","Malignant neoplasm of gallbladder",32,"Age-specific",1,0.7,1.5,""
2019,"Persons","65 to 69","E92000001","England","C23","Malignant neoplasm of gallbladder",57,"Age-specific",2,1.5,2.6,""
2019,"Persons","70 to 74","E92000001","England","C23","Malignant neoplasm of gallbladder",86,"Age-specific",3.1,2.5,3.8,""
2019,"Persons","75 to 79","E92000001","England","C23","Malignant neoplasm of gallbladder",96,"Age-specific",4.9,4,6,""
2019,"Persons","50 to 54","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract",10,"Age-specific",0.3,0.1,0.5,""
2019,"Persons","55 to 59","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract",17,"Age-specific",0.5,0.3,0.7,""
2019,"Persons","60 to 64","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract",23,"Age-specific",0.7,0.5,1.1,""
2019,"Persons","65 to 69","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract",37,"Age-specific",1.3,0.9,1.8,""
2019,"Persons","70 to 74","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract",43,"Age-specific",1.5,1.1,2.1,""
2019,"Persons","75 to 79","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract",47,"Age-specific",2.4,1.8,3.2,""
2019,"Persons","50 to 54","E92000001","England","C25","Malignant neoplasm of pancreas",240,"Age-specific",6.1,5.4,7,""
2019,"Persons","55 to 59","E92000001","England","C25","Malignant neoplasm of pancreas",471,"Age-specific",12.8,11.7,14,""
2019,"Persons","60 to 64","E92000001","England","C25","Malignant neoplasm of pancreas",647,"Age-specific",20.8,19.2,22.5,""
2019,"Persons","65 to 69","E92000001","England","C25","Malignant neoplasm of pancreas",912,"Age-specific",32.6,30.5,34.8,""
2019,"Persons","70 to 74","E92000001","England","C25","Malignant neoplasm of pancreas",1412,"Age-specific",50.8,48.2,53.5,""
2019,"Persons","75 to 79","E92000001","England","C25","Malignant neoplasm of pancreas",1440,"Age-specific",74.2,70.4,78.1,""
2019,"Persons","50 to 54","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs",73,"Age-specific",1.9,1.5,2.3,""
2019,"Persons","55 to 59","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs",126,"Age-specific",3.4,2.9,4.1,""
2019,"Persons","60 to 64","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs",151,"Age-specific",4.9,4.1,5.7,""
2019,"Persons","65 to 69","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs",202,"Age-specific",7.2,6.3,8.3,""
2019,"Persons","70 to 74","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs",315,"Age-specific",11.3,10.1,12.7,""
2019,"Persons","75 to 79","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs",351,"Age-specific",18.1,16.2,20.1,""
2019,"Persons","50 to 54","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear",1,"Age-specific",NA,NA,NA,"s"
2019,"Persons","55 to 59","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear",0,"Age-specific",NA,NA,NA,"s"
2019,"Persons","60 to 64","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear",1,"Age-specific",NA,NA,NA,"s"
2019,"Persons","65 to 69","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear",1,"Age-specific",NA,NA,NA,"s"
2019,"Persons","70 to 74","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear",4,"Age-specific",0.1,0,0.4,""
2019,"Persons","75 to 79","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear",7,"Age-specific",0.4,0.1,0.7,""
2019,"Persons","50 to 54","E92000001","England","C31","Malignant neoplasm of accessory sinuses",8,"Age-specific",0.2,0.1,0.4,""
2019,"Persons","55 to 59","E92000001","England","C31","Malignant neoplasm of accessory sinuses",9,"Age-specific",0.2,0.1,0.5,""
2019,"Persons","60 to 64","E92000001","England","C31","Malignant neoplasm of accessory sinuses",3,"Age-specific",0.1,0,0.3,""
2019,"Persons","65 to 69","E92000001","England","C31","Malignant neoplasm of accessory sinuses",11,"Age-specific",0.4,0.2,0.7,""
2019,"Persons","70 to 74","E92000001","England","C31","Malignant neoplasm of accessory sinuses",13,"Age-specific",0.5,0.2,0.8,""
2019,"Persons","75 to 79","E92000001","England","C31","Malignant neoplasm of accessory sinuses",9,"Age-specific",0.5,0.2,0.9,""
2019,"Persons","50 to 54","E92000001","England","C32","Malignant neoplasm of larynx",21,"Age-specific",0.5,0.3,0.8,""
2019,"Persons","55 to 59","E92000001","England","C32","Malignant neoplasm of larynx",36,"Age-specific",1,0.7,1.4,""
2019,"Persons","60 to 64","E92000001","England","C32","Malignant neoplasm of larynx",75,"Age-specific",2.4,1.9,3,""
2019,"Persons","65 to 69","E92000001","England","C32","Malignant neoplasm of larynx",83,"Age-specific",3,2.4,3.7,""
2019,"Persons","70 to 74","E92000001","England","C32","Malignant neoplasm of larynx",120,"Age-specific",4.3,3.6,5.2,""
2019,"Persons","75 to 79","E92000001","England","C32","Malignant neoplasm of larynx",91,"Age-specific",4.7,3.8,5.8,""
2019,"Persons","50 to 54","E92000001","England","C33","Malignant neoplasm of trachea",1,"Age-specific",NA,NA,NA,"s"
2019,"Persons","55 to 59","E92000001","England","C33","Malignant neoplasm of trachea",0,"Age-specific",NA,NA,NA,"s"
2019,"Persons","60 to 64","E92000001","England","C33","Malignant neoplasm of trachea",1,"Age-specific",NA,NA,NA,"s"
2019,"Persons","65 to 69","E92000001","England","C33","Malignant neoplasm of trachea",3,"Age-specific",0.1,0,0.3,""
2019,"Persons","70 to 74","E92000001","England","C33","Malignant neoplasm of trachea",2,"Age-specific",NA,NA,NA,"s"
2019,"Persons","75 to 79","E92000001","England","C33","Malignant neoplasm of trachea",1,"Age-specific",NA,NA,NA,"s"
2019,"Persons","50 to 54","E92000001","England","C33-C34","Malignant neoplasm of trachea, bronchus and lung",699,"Age-specific",17.9,16.6,19.3,""
2019,"Persons","55 to 59","E92000001","England","C33-C34","Malignant neoplasm of trachea, bronchus and lung",1344,"Age-specific",36.6,34.7,38.6,""
