"Year","Gender","Age_at_Diagnosis","Geography_code","Geography_name","ICD10_code","Site_description","Count","Type_of_rate","Rate","LCI","UCI","Flag"
2001,"Persons","All ages","E92000001","England","C13","Malignant neoplasm of hypopharynx",73,"Age-standardised",0.2,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C14","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",159,"Non-standardised",0.3,0.3,0.4,""
2001,"Persons","All ages","E92000001","England","C14","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",159,"Age-standardised",0.4,0.3,0.5,""
2001,"Persons","All ages","E92000001","England","C15","Malignant neoplasm of oesophagus",5668,"Non-standardised",11.5,11.2,11.8,""
2001,"Persons","All ages","E92000001","England","C15","Malignant neoplasm of oesophagus",5668,"Age-standardised",13.8,13.4,14.1,""
2001,"Persons","All ages","E92000001","England","C16","Malignant neoplasm of stomach",5197,"Non-standardised",10.5,10.2,10.8,""
2001,"Persons","All ages","E92000001","England","C16","Malignant neoplasm of stomach",5197,"Age-standardised",12.7,12.3,13,""
2001,"Persons","All ages","E92000001","England","C17","Malignant neoplasm of small intestine",250,"Non-standardised",0.5,0.4,0.6,""
2001,"Persons","All ages","E92000001","England","C17","Malignant neoplasm of small intestine",250,"Age-standardised",0.6,0.5,0.7,""
2001,"Persons","All ages","E92000001","England","C18","Malignant neoplasm of colon",8791,"Non-standardised",17.8,17.4,18.2,""
2001,"Persons","All ages","E92000001","England","C18","Malignant neoplasm of colon",8791,"Age-standardised",21.5,21.1,22,""
2001,"Persons","All ages","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum",12991,"Non-standardised",26.3,25.8,26.7,""
2001,"Persons","All ages","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum",12991,"Age-standardised",31.8,31.2,32.3,""
2001,"Persons","All ages","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction",732,"Non-standardised",1.5,1.4,1.6,""
2001,"Persons","All ages","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction",732,"Age-standardised",1.8,1.7,1.9,""
2001,"Persons","All ages","E92000001","England","C20","Malignant neoplasm of rectum",3468,"Non-standardised",7,6.8,7.3,""
2001,"Persons","All ages","E92000001","England","C20","Malignant neoplasm of rectum",3468,"Age-standardised",8.5,8.2,8.8,""
2001,"Persons","All ages","E92000001","England","C21","Malignant neoplasm of anus and anal canal",189,"Non-standardised",0.4,0.3,0.4,""
2001,"Persons","All ages","E92000001","England","C21","Malignant neoplasm of anus and anal canal",189,"Age-standardised",0.5,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts",1916,"Non-standardised",3.9,3.7,4.1,""
2001,"Persons","All ages","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts",1916,"Age-standardised",4.6,4.4,4.9,""
2001,"Persons","All ages","E92000001","England","C23","Malignant neoplasm of gallbladder",307,"Non-standardised",0.6,0.6,0.7,""
2001,"Persons","All ages","E92000001","England","C23","Malignant neoplasm of gallbladder",307,"Age-standardised",0.8,0.7,0.8,""
2001,"Persons","All ages","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract",169,"Non-standardised",0.3,0.3,0.4,""
2001,"Persons","All ages","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract",169,"Age-standardised",0.4,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C25","Malignant neoplasm of pancreas",5663,"Non-standardised",11.5,11.2,11.8,""
2001,"Persons","All ages","E92000001","England","C25","Malignant neoplasm of pancreas",5663,"Age-standardised",13.8,13.4,14.2,""
2001,"Persons","All ages","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs",1912,"Non-standardised",3.9,3.7,4,""
2001,"Persons","All ages","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs",1912,"Age-standardised",4.7,4.5,4.9,""
2001,"Persons","All ages","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear",24,"Non-standardised",0,0,0.1,""
2001,"Persons","All ages","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear",24,"Age-standardised",0.1,0,0.1,""
2001,"Persons","All ages","E92000001","England","C31","Malignant neoplasm of accessory sinuses",98,"Non-standardised",0.2,0.2,0.2,""
2001,"Persons","All ages","E92000001","England","C31","Malignant neoplasm of accessory sinuses",98,"Age-standardised",0.2,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","C32","Malignant neoplasm of larynx",706,"Non-standardised",1.4,1.3,1.5,""
2001,"Persons","All ages","E92000001","England","C32","Malignant neoplasm of larynx",706,"Age-standardised",1.7,1.6,1.8,""
2001,"Persons","All ages","E92000001","England","C33","Malignant neoplasm of trachea",28,"Non-standardised",0.1,0,0.1,""
2001,"Persons","All ages","E92000001","England","C33","Malignant neoplasm of trachea",28,"Age-standardised",0.1,0,0.1,""
2001,"Persons","All ages","E92000001","England","C33-C34","Malignant neoplasm of trachea, bronchus and lung",26906,"Non-standardised",54.4,53.8,55.1,""
2001,"Persons","All ages","E92000001","England","C33-C34","Malignant neoplasm of trachea, bronchus and lung",26906,"Age-standardised",65.4,64.6,66.2,""
2001,"Persons","All ages","E92000001","England","C34","Malignant neoplasm of bronchus and lung",26878,"Non-standardised",54.4,53.7,55,""
2001,"Persons","All ages","E92000001","England","C34","Malignant neoplasm of bronchus and lung",26878,"Age-standardised",65.3,64.6,66.1,""
2001,"Persons","All ages","E92000001","England","C37","Malignant neoplasm of thymus",22,"Non-standardised",0,0,0.1,""
2001,"Persons","All ages","E92000001","England","C37","Malignant neoplasm of thymus",22,"Age-standardised",0.1,0,0.1,""
2001,"Persons","All ages","E92000001","England","C38","Malignant neoplasm of heart, mediastinum and pleura",96,"Non-standardised",0.2,0.2,0.2,""
2001,"Persons","All ages","E92000001","England","C38","Malignant neoplasm of heart, mediastinum and pleura",96,"Age-standardised",0.2,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","C39","Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs",25,"Non-standardised",0.1,0,0.1,""
2001,"Persons","All ages","E92000001","England","C39","Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs",25,"Age-standardised",0.1,0,0.1,""
2001,"Persons","All ages","E92000001","England","C40","Malignant neoplasm of bone and articular cartilage of limbs",41,"Non-standardised",0.1,0.1,0.1,""
2001,"Persons","All ages","E92000001","England","C40","Malignant neoplasm of bone and articular cartilage of limbs",41,"Age-standardised",0.1,0.1,0.1,""
2001,"Persons","All ages","E92000001","England","C41","Malignant neoplasm of bone and articular cartilage of other and unspecified sites",207,"Non-standardised",0.4,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C41","Malignant neoplasm of bone and articular cartilage of other and unspecified sites",207,"Age-standardised",0.5,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C43","Malignant melanoma of skin",1380,"Non-standardised",2.8,2.6,2.9,""
2001,"Persons","All ages","E92000001","England","C43","Malignant melanoma of skin",1380,"Age-standardised",3.3,3.1,3.4,""
2001,"Persons","All ages","E92000001","England","C44","Other malignant neoplasms of skin",384,"Non-standardised",0.8,0.7,0.9,""
2001,"Persons","All ages","E92000001","England","C44","Other malignant neoplasms of skin",384,"Age-standardised",1,0.9,1.1,""
2001,"Persons","All ages","E92000001","England","C45","Mesothelioma",1509,"Non-standardised",3.1,2.9,3.2,""
2001,"Persons","All ages","E92000001","England","C45","Mesothelioma",1509,"Age-standardised",3.7,3.5,3.8,""
2001,"Persons","All ages","E92000001","England","C46","Kaposi sarcoma",5,"Non-standardised",0,0,0,"as"
2001,"Persons","All ages","E92000001","England","C46","Kaposi sarcoma",5,"Age-standardised",NA,NA,NA,"as"
2001,"Persons","All ages","E92000001","England","C47","Malignant neoplasm of peripheral nerves and autonomic nervous system",29,"Non-standardised",0.1,0,0.1,""
2001,"Persons","All ages","E92000001","England","C47","Malignant neoplasm of peripheral nerves and autonomic nervous system",29,"Age-standardised",0.1,0,0.1,""
2001,"Persons","All ages","E92000001","England","C48","Malignant neoplasm of retroperitoneum and peritoneum",142,"Non-standardised",0.3,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","C48","Malignant neoplasm of retroperitoneum and peritoneum",142,"Age-standardised",0.3,0.3,0.4,""
2001,"Persons","All ages","E92000001","England","C49","Malignant neoplasm of other connective and soft tissue",517,"Non-standardised",1,1,1.1,""
2001,"Persons","All ages","E92000001","England","C49","Malignant neoplasm of other connective and soft tissue",517,"Age-standardised",1.2,1.1,1.3,""
2001,"Persons","All ages","E92000001","England","C64","Malignant neoplasm of kidney, except renal pelvis",2476,"Non-standardised",5,4.8,5.2,""
2001,"Persons","All ages","E92000001","England","C64","Malignant neoplasm of kidney, except renal pelvis",2476,"Age-standardised",6,5.7,6.2,""
2001,"Persons","All ages","E92000001","England","C65","Malignant neoplasm of renal pelvis",20,"Non-standardised",0,0,0.1,""
2001,"Persons","All ages","E92000001","England","C65","Malignant neoplasm of renal pelvis",20,"Age-standardised",0,0,0.1,""
2001,"Persons","All ages","E92000001","England","C66","Malignant neoplasm of ureter",78,"Non-standardised",0.2,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C66","Malignant neoplasm of ureter",78,"Age-standardised",0.2,0.2,0.2,""
2001,"Persons","All ages","E92000001","England","C67","Malignant neoplasm of bladder",4172,"Non-standardised",8.4,8.2,8.7,""
2001,"Persons","All ages","E92000001","England","C67","Malignant neoplasm of bladder",4172,"Age-standardised",10.3,10,10.6,""
2001,"Persons","All ages","E92000001","England","C68","Malignant neoplasm of other and unspecified urinary organs",67,"Non-standardised",0.1,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C68","Malignant neoplasm of other and unspecified urinary organs",67,"Age-standardised",0.2,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C69","Malignant neoplasm of eye and adnexa",62,"Non-standardised",0.1,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C69","Malignant neoplasm of eye and adnexa",62,"Age-standardised",0.1,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C70","Malignant neoplasm of meninges",23,"Non-standardised",0,0,0.1,""
2001,"Persons","All ages","E92000001","England","C70","Malignant neoplasm of meninges",23,"Age-standardised",0.1,0,0.1,""
2001,"Persons","All ages","E92000001","England","C71","Malignant neoplasm of brain",2780,"Non-standardised",5.6,5.4,5.8,""
2001,"Persons","All ages","E92000001","England","C71","Malignant neoplasm of brain",2780,"Age-standardised",6.4,6.2,6.7,""
2001,"Persons","All ages","E92000001","England","C72","Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",18,"Non-standardised",0,0,0.1,"u"
2001,"Persons","All ages","E92000001","England","C72","Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",18,"Age-standardised",0,0,0.1,"u"
2001,"Persons","All ages","E92000001","England","C73","Malignant neoplasm of thyroid gland",240,"Non-standardised",0.5,0.4,0.6,""
2001,"Persons","All ages","E92000001","England","C73","Malignant neoplasm of thyroid gland",240,"Age-standardised",0.6,0.5,0.7,""
2001,"Persons","All ages","E92000001","England","C74","Malignant neoplasm of adrenal gland",101,"Non-standardised",0.2,0.2,0.2,""
2001,"Persons","All ages","E92000001","England","C74","Malignant neoplasm of adrenal gland",101,"Age-standardised",0.2,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","C75","Malignant neoplasm of other endocrine glands and related structures",34,"Non-standardised",0.1,0,0.1,""
2001,"Persons","All ages","E92000001","England","C75","Malignant neoplasm of other endocrine glands and related structures",34,"Age-standardised",0.1,0.1,0.1,""
2001,"Persons","All ages","E92000001","England","C76","Malignant neoplasm of other and ill-defined sites",442,"Non-standardised",0.9,0.8,1,""
2001,"Persons","All ages","E92000001","England","C76","Malignant neoplasm of other and ill-defined sites",442,"Age-standardised",1.1,1,1.2,""
2001,"Persons","All ages","E92000001","England","C77","Secondary and unspecified malignant neoplasm of lymph nodes",8,"Non-standardised",0,0,0,"as"
2001,"Persons","All ages","E92000001","England","C77","Secondary and unspecified malignant neoplasm of lymph nodes",8,"Age-standardised",NA,NA,NA,"as"
2001,"Persons","All ages","E92000001","England","C78","Secondary malignant neoplasm of respiratory and digestive organs",936,"Non-standardised",1.9,1.8,2,""
2001,"Persons","All ages","E92000001","England","C78","Secondary malignant neoplasm of respiratory and digestive organs",936,"Age-standardised",2.3,2.2,2.5,""
2001,"Persons","All ages","E92000001","England","C79","Secondary malignant neoplasm of other and unspecified sites",493,"Non-standardised",1,0.9,1.1,""
2001,"Persons","All ages","E92000001","England","C79","Secondary malignant neoplasm of other and unspecified sites",493,"Age-standardised",1.2,1.1,1.3,""
2001,"Persons","All ages","E92000001","England","C80","Malignant neoplasm, without specification of site",10648,"Non-standardised",21.5,21.1,21.9,""
2001,"Persons","All ages","E92000001","England","C80","Malignant neoplasm, without specification of site",10648,"Age-standardised",26,25.5,26.5,""
2001,"Persons","All ages","E92000001","England","C81","Hodgkin lymphoma",211,"Non-standardised",0.4,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C81","Hodgkin lymphoma",211,"Age-standardised",0.5,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C82","Follicular lymphoma",45,"Non-standardised",0.1,0.1,0.1,""
2001,"Persons","All ages","E92000001","England","C82","Follicular lymphoma",45,"Age-standardised",0.1,0.1,0.1,""
2001,"Persons","All ages","E92000001","England","C82-C86","Non-Hodgkin lymphoma",3834,"Non-standardised",7.8,7.5,8,""
2001,"Persons","All ages","E92000001","England","C82-C86","Non-Hodgkin lymphoma",3834,"Age-standardised",9.2,8.9,9.5,""
2001,"Persons","All ages","E92000001","England","C83","Non-follicular lymphoma",180,"Non-standardised",0.4,0.3,0.4,""
2001,"Persons","All ages","E92000001","England","C83","Non-follicular lymphoma",180,"Age-standardised",0.4,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C84","Mature T/NK-cell lymphomas",180,"Non-standardised",0.4,0.3,0.4,""
2001,"Persons","All ages","E92000001","England","C84","Mature T/NK-cell lymphomas",180,"Age-standardised",0.4,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C85","Other and unspecified types of non-Hodgkin lymphoma",3429,"Non-standardised",6.9,6.7,7.2,""
2001,"Persons","All ages","E92000001","England","C85","Other and unspecified types of non-Hodgkin lymphoma",3429,"Age-standardised",8.3,8,8.5,""
2001,"Persons","All ages","E92000001","England","C86","Other specified types of T/NK-cell lymphoma",0,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","C86","Other specified types of T/NK-cell lymphoma",0,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","C88","Malignant immunoproliferative diseases",107,"Non-standardised",0.2,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","C88","Malignant immunoproliferative diseases",107,"Age-standardised",0.3,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","C90","Multiple myeloma and malignant plasma cell neoplasms",2079,"Non-standardised",4.2,4,4.4,""
2001,"Persons","All ages","E92000001","England","C90","Multiple myeloma and malignant plasma cell neoplasms",2079,"Age-standardised",5.1,4.8,5.3,""
2001,"Persons","All ages","E92000001","England","C91","Lymphoid leukaemia",1184,"Non-standardised",2.4,2.3,2.5,""
2001,"Persons","All ages","E92000001","England","C91","Lymphoid leukaemia",1184,"Age-standardised",2.8,2.7,3,""
2001,"Persons","All ages","E92000001","England","C91-C95","Leukaemia",3533,"Non-standardised",7.1,6.9,7.4,""
2001,"Persons","All ages","E92000001","England","C91-C95","Leukaemia",3533,"Age-standardised",8.4,8.1,8.7,""
2001,"Persons","All ages","E92000001","England","C92","Myeloid leukaemia",2110,"Non-standardised",4.3,4.1,4.5,""
2001,"Persons","All ages","E92000001","England","C92","Myeloid leukaemia",2110,"Age-standardised",5,4.8,5.3,""
2001,"Persons","All ages","E92000001","England","C93","Monocytic leukaemia",21,"Non-standardised",0,0,0.1,""
2001,"Persons","All ages","E92000001","England","C93","Monocytic leukaemia",21,"Age-standardised",0.1,0,0.1,""
2001,"Persons","All ages","E92000001","England","C94","Other leukaemias of specified cell type",17,"Non-standardised",0,0,0.1,"u"
2001,"Persons","All ages","E92000001","England","C94","Other leukaemias of specified cell type",17,"Age-standardised",0,0,0.1,"u"
2001,"Persons","All ages","E92000001","England","C95","Leukaemia of unspecified cell type",201,"Non-standardised",0.4,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C95","Leukaemia of unspecified cell type",201,"Age-standardised",0.5,0.4,0.6,""
2001,"Persons","All ages","E92000001","England","C96","Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",9,"Non-standardised",0,0,0,"as"
2001,"Persons","All ages","E92000001","England","C96","Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",9,"Age-standardised",NA,NA,NA,"as"
2001,"Persons","All ages","E92000001","England","C97","Malignant neoplasms of independent (primary) multiple sites",876,"Non-standardised",1.8,1.7,1.9,""
2001,"Persons","All ages","E92000001","England","C97","Malignant neoplasms of independent (primary) multiple sites",876,"Age-standardised",2.1,2,2.3,""
2001,"Persons","All ages","E92000001","England","D00","Carcinoma in situ of oral cavity, oesophagus and stomach",0,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D00","Carcinoma in situ of oral cavity, oesophagus and stomach",0,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D01","Carcinoma in situ of other and unspecified digestive organs",2,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D01","Carcinoma in situ of other and unspecified digestive organs",2,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D02","Carcinoma in situ of middle ear and respiratory system",1,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D02","Carcinoma in situ of middle ear and respiratory system",1,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D03","Melanoma in situ",0,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D03","Melanoma in situ",0,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D05","Carcinoma in situ of breast",1,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D05","Carcinoma in situ of breast",1,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D06","Carcinoma in situ of cervix uteri",0,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D06","Carcinoma in situ of cervix uteri",0,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D07","Carcinoma in situ of other and unspecified genital organs",0,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D07","Carcinoma in situ of other and unspecified genital organs",0,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D09","Carcinoma in situ of other and unspecified sites",0,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D09","Carcinoma in situ of other and unspecified sites",0,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D32","Benign neoplasm of meninges",248,"Non-standardised",0.5,0.4,0.6,""
2001,"Persons","All ages","E92000001","England","D32","Benign neoplasm of meninges",248,"Age-standardised",0.6,0.5,0.7,""
2001,"Persons","All ages","E92000001","England","D33","Benign neoplasm of brain and other parts of central nervous system",14,"Non-standardised",0,0,0,"u"
2001,"Persons","All ages","E92000001","England","D33","Benign neoplasm of brain and other parts of central nervous system",14,"Age-standardised",0,0,0.1,"u"
2001,"Persons","All ages","E92000001","England","D352","Benign neoplasm: Pituitary gland",20,"Non-standardised",0,0,0.1,""
2001,"Persons","All ages","E92000001","England","D352","Benign neoplasm: Pituitary gland",20,"Age-standardised",0,0,0.1,""
2001,"Persons","All ages","E92000001","England","D353","Benign neoplasm: Craniopharyngeal duct",0,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D353","Benign neoplasm: Craniopharyngeal duct",0,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D354","Benign neoplasm: Pineal gland",0,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D354","Benign neoplasm: Pineal gland",0,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D37","Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs",233,"Non-standardised",0.5,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","D37","Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs",233,"Age-standardised",0.6,0.5,0.7,""
2001,"Persons","All ages","E92000001","England","D38","Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs",125,"Non-standardised",0.3,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","D38","Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs",125,"Age-standardised",0.3,0.3,0.4,""
2001,"Persons","All ages","E92000001","England","D39","Neoplasm of uncertain or unknown behaviour of female genital organs",25,"Non-standardised",0.1,0.1,0.1,""
2001,"Persons","All ages","E92000001","England","D39","Neoplasm of uncertain or unknown behaviour of female genital organs",25,"Age-standardised",0.1,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","D40","Neoplasm of uncertain or unknown behaviour of male genital organs",5,"Non-standardised",0,0,0,"as"
2001,"Persons","All ages","E92000001","England","D40","Neoplasm of uncertain or unknown behaviour of male genital organs",5,"Age-standardised",NA,NA,NA,"as"
2001,"Persons","All ages","E92000001","England","D41","Neoplasm of uncertain or unknown behaviour of urinary organs",97,"Non-standardised",0.2,0.2,0.2,""
2001,"Persons","All ages","E92000001","England","D41","Neoplasm of uncertain or unknown behaviour of urinary organs",97,"Age-standardised",0.2,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","D42","Neoplasm of uncertain or unknown behaviour of meninges",4,"Non-standardised",0,0,0,"as"
2001,"Persons","All ages","E92000001","England","D42","Neoplasm of uncertain or unknown behaviour of meninges",4,"Age-standardised",NA,NA,NA,"as"
2001,"Persons","All ages","E92000001","England","D43","Neoplasm of uncertain or unknown behaviour of brain and central nervous system",720,"Non-standardised",1.5,1.4,1.6,""
2001,"Persons","All ages","E92000001","England","D43","Neoplasm of uncertain or unknown behaviour of brain and central nervous system",720,"Age-standardised",1.7,1.6,1.8,""
2001,"Persons","All ages","E92000001","England","D44","Neoplasm of uncertain or unknown behaviour of endocrine glands",53,"Non-standardised",0.1,0.1,0.1,""
2001,"Persons","All ages","E92000001","England","D44","Neoplasm of uncertain or unknown behaviour of endocrine glands",53,"Age-standardised",0.1,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","D45","Polycythaemia vera",51,"Non-standardised",0.1,0.1,0.1,""
2001,"Persons","All ages","E92000001","England","D45","Polycythaemia vera",51,"Age-standardised",0.1,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","D46","Myelodysplastic syndromes",932,"Non-standardised",1.9,1.8,2,""
2001,"Persons","All ages","E92000001","England","D46","Myelodysplastic syndromes",932,"Age-standardised",2.3,2.2,2.5,""
2001,"Persons","All ages","E92000001","England","D47","Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",343,"Non-standardised",0.7,0.6,0.8,""
2001,"Persons","All ages","E92000001","England","D47","Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",343,"Age-standardised",0.8,0.7,0.9,""
2001,"Persons","All ages","E92000001","England","D48","Neoplasm of uncertain or unknown behaviour of other and unspecified sites",108,"Non-standardised",0.2,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","D48","Neoplasm of uncertain or unknown behaviour of other and unspecified sites",108,"Age-standardised",0.3,0.2,0.3,""
2002,"Persons","All ages","E92000001","England","C00","Malignant neoplasm of lip",25,"Non-standardised",0.1,0,0.1,""
2002,"Persons","All ages","E92000001","England","C00","Malignant neoplasm of lip",25,"Age-standardised",0.1,0,0.1,""
2002,"Persons","All ages","E92000001","England","C01","Malignant neoplasm of base of tongue",28,"Non-standardised",0.1,0,0.1,""
2002,"Persons","All ages","E92000001","England","C01","Malignant neoplasm of base of tongue",28,"Age-standardised",0.1,0,0.1,""
