"Year","Gender","Age_at_Diagnosis","Geography_code","Geography_name","ICD10_code","Site_description","Count","Type_of_rate","Rate","LCI","UCI","Flag"
2002,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",11331,"Age-specific",2620.5,2572.5,2669.2,""
2002,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",6614,"Age-specific",2604.4,2542,2667.9,""
2003,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",491,"Age-specific",31.4,28.7,34.3,""
2003,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",863,"Age-specific",55,51.4,58.8,""
2003,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",1923,"Age-specific",102.5,98,107.2,""
2003,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3200,"Age-specific",160.7,155.2,166.4,""
2003,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",4878,"Age-specific",263.7,256.4,271.2,""
2003,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",6680,"Age-specific",411.7,401.9,421.7,""
2003,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",9861,"Age-specific",626.3,614,638.8,""
2003,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",13597,"Age-specific",844.6,830.5,858.9,""
2003,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",13718,"Age-specific",1100.6,1082.2,1119.2,""
2003,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",15215,"Age-specific",1334,1312.9,1355.3,""
2003,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",17403,"Age-specific",1651,1626.6,1675.8,""
2003,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",18972,"Age-specific",2053.9,2024.8,2083.3,""
2003,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",18245,"Age-specific",2373.2,2338.9,2407.9,""
2003,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",11200,"Age-specific",2738.9,2688.4,2790.1,""
2003,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",6838,"Age-specific",2635.4,2573.3,2698.7,""
2004,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",453,"Age-specific",28.4,25.9,31.2,""
2004,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",913,"Age-specific",57.8,54.1,61.7,""
2004,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",1841,"Age-specific",101,96.4,105.7,""
2004,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3327,"Age-specific",167.6,161.9,173.4,""
2004,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",5097,"Age-specific",268.4,261.1,275.9,""
2004,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",6897,"Age-specific",417.6,407.8,427.6,""
2004,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",9837,"Age-specific",633.8,621.4,646.5,""
2004,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",13878,"Age-specific",847.3,833.3,861.5,""
2004,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",14367,"Age-specific",1122.3,1104.1,1140.8,""
2004,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",15969,"Age-specific",1380.4,1359.1,1402,""
2004,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",17475,"Age-specific",1674.3,1649.5,1699.3,""
2004,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",19014,"Age-specific",2071.5,2042.2,2101.2,""
2004,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",18925,"Age-specific",2424.3,2389.9,2459.1,""
2004,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",10635,"Age-specific",2648.1,2598,2699,""
2004,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",7339,"Age-specific",2782.7,2719.4,2847.1,""
2005,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",542,"Age-specific",33.1,30.3,36,""
2005,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1028,"Age-specific",63,59.2,67,""
2005,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",1881,"Age-specific",105.1,100.4,109.9,""
2005,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3259,"Age-specific",165.9,160.3,171.7,""
2005,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",5437,"Age-specific",279.3,272,286.9,""
2005,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",7099,"Age-specific",419.2,409.5,429.1,""
2005,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",9694,"Age-specific",629.7,617.2,642.3,""
2005,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",13564,"Age-specific",821,807.2,834.9,""
2005,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",14899,"Age-specific",1130.4,1112.3,1148.7,""
2005,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",16963,"Age-specific",1456.5,1434.6,1478.5,""
2005,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",17830,"Age-specific",1719.3,1694.1,1744.7,""
2005,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",19616,"Age-specific",2135,2105.3,2165.1,""
2005,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",18756,"Age-specific",2461.5,2426.4,2496.9,""
2005,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",11462,"Age-specific",2693.6,2644.5,2743.3,""
2005,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",7495,"Age-specific",2797.5,2734.5,2861.6,""
2006,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",553,"Age-specific",33,30.3,35.9,""
2006,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1068,"Age-specific",63.6,59.9,67.6,""
2006,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",1877,"Age-specific",107.7,102.9,112.7,""
2006,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3415,"Age-specific",174.8,169,180.8,""
2006,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",5498,"Age-specific",278.4,271.1,285.8,""
2006,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",7506,"Age-specific",431.3,421.6,441.2,""
2006,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",9944,"Age-specific",642.8,630.3,655.6,""
2006,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",14030,"Age-specific",848.1,834.1,862.2,""
2006,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",15643,"Age-specific",1138.3,1120.6,1156.3,""
2006,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",17454,"Age-specific",1516.2,1493.8,1538.9,""
2006,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",18027,"Age-specific",1745.9,1720.5,1771.6,""
2006,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",19991,"Age-specific",2171,2141,2201.3,""
2006,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",19416,"Age-specific",2613.3,2576.6,2650.3,""
2006,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",12805,"Age-specific",2801.8,2753.5,2850.8,""
2006,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",7597,"Age-specific",2831.9,2768.6,2896.4,""
2007,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",538,"Age-specific",31.6,29,34.4,""
2007,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1152,"Age-specific",66.3,62.6,70.3,""
2007,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",1898,"Age-specific",112.4,107.4,117.6,""
2007,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3490,"Age-specific",180.4,174.4,186.5,""
2007,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",5743,"Age-specific",287.7,280.3,295.2,""
2007,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",7726,"Age-specific",431.6,422,441.3,""
2007,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",10014,"Age-specific",639.3,626.8,651.9,""
2007,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",13558,"Age-specific",857.5,843.1,872,""
2007,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",17775,"Age-specific",1194.7,1177.2,1212.4,""
2007,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",17860,"Age-specific",1548.3,1525.7,1571.2,""
2007,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",18356,"Age-specific",1769.5,1744,1795.3,""
2007,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",20499,"Age-specific",2224.2,2193.8,2254.9,""
2007,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",19301,"Age-specific",2636.7,2599.7,2674.2,""
2007,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",14022,"Age-specific",2907.1,2859.2,2955.6,""
2007,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",7928,"Age-specific",2964.5,2899.6,3030.5,""
2008,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",603,"Age-specific",34.8,32,37.7,""
2008,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1268,"Age-specific",71.2,67.3,75.2,""
2008,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",1955,"Age-specific",117.2,112,122.5,""
2008,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3584,"Age-specific",188,181.9,194.3,""
2008,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",6060,"Age-specific",304.3,296.7,312.1,""
2008,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",8542,"Age-specific",464.2,454.5,474.2,""
2008,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",10944,"Age-specific",685.4,672.6,698.3,""
2008,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",13811,"Age-specific",900.6,885.6,915.7,""
2008,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",19469,"Age-specific",1252.5,1234.9,1270.2,""
2008,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",19314,"Age-specific",1637.5,1614.5,1660.8,""
2008,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",20085,"Age-specific",1907.6,1881.3,1934.1,""
2008,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",21908,"Age-specific",2380,2348.6,2411.8,""
2008,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",20348,"Age-specific",2803,2764.6,2841.8,""
2008,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",15510,"Age-specific",3066.4,3018.3,3115.1,""
2008,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",8007,"Age-specific",3093,3025.6,3161.5,""
2009,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",598,"Age-specific",34.4,31.7,37.2,""
2009,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1441,"Age-specific",79.9,75.8,84.2,""
2009,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",2088,"Age-specific",124.4,119.1,129.9,""
2009,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3532,"Age-specific",189.2,183,195.6,""
2009,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",6213,"Age-specific",312.7,305,320.6,""
2009,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",8907,"Age-specific",471.3,461.6,481.2,""
2009,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",11049,"Age-specific",677.9,665.4,690.7,""
2009,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",13366,"Age-specific",880.5,865.6,895.5,""
2009,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",19550,"Age-specific",1234.2,1217,1251.6,""
2009,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",19583,"Age-specific",1608.9,1586.5,1631.6,""
2009,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",19983,"Age-specific",1867.4,1841.6,1893.4,""
2009,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",21622,"Age-specific",2360,2328.6,2391.7,""
2009,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",20114,"Age-specific",2770.1,2731.9,2808.6,""
2009,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",16094,"Age-specific",3148.8,3100.4,3197.9,""
2009,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",7888,"Age-specific",2975,2909.7,3041.4,""
2010,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",640,"Age-specific",36.5,33.8,39.5,""
2010,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1363,"Age-specific",74.9,70.9,78.9,""
2010,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",2110,"Age-specific",122.9,117.7,128.2,""
2010,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3480,"Age-specific",190.6,184.3,197,""
2010,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",6276,"Age-specific",318.9,311.1,326.9,""
2010,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",9422,"Age-specific",486.8,477,496.7,""
2010,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",11585,"Age-specific",692.8,680.2,705.5,""
2010,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",13328,"Age-specific",883.4,868.5,898.6,""
2010,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",20138,"Age-specific",1255.5,1238.2,1273,""
2010,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",20874,"Age-specific",1660.1,1637.7,1682.8,""
2010,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",20928,"Age-specific",1940.5,1914.3,1967,""
2010,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",22074,"Age-specific",2411.9,2380.2,2444,""
2010,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",20489,"Age-specific",2793.4,2755.3,2832,""
2010,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",15871,"Age-specific",3124,3075.6,3173,""
2010,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",8696,"Age-specific",3075.4,3011.1,3140.7,""
2011,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",585,"Age-specific",32.9,30.2,35.6,""
2011,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1458,"Age-specific",79.6,75.6,83.8,""
2011,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",2012,"Age-specific",114.1,109.1,119.2,""
2011,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3412,"Age-specific",193.1,186.7,199.7,""
2011,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",6147,"Age-specific",313.7,305.9,321.6,""
2011,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",9670,"Age-specific",491.9,482.1,501.8,""
2011,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",12092,"Age-specific",701.6,689.1,714.2,""
2011,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",13646,"Age-specific",898.5,883.5,913.7,""
2011,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",20311,"Age-specific",1261.3,1244,1278.8,""
2011,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",21862,"Age-specific",1662.5,1640.5,1684.7,""
2011,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",21846,"Age-specific",2039.8,2012.9,2067.1,""
2011,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",22590,"Age-specific",2462.9,2430.9,2495.3,""
2011,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",21498,"Age-specific",2898.7,2860,2937.7,""
2011,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",16136,"Age-specific",3222.1,3172.5,3272.2,""
2011,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",9660,"Age-specific",3192.2,3128.9,3256.5,""
2012,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",670,"Age-specific",37.5,34.7,40.4,""
2012,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1529,"Age-specific",83.4,79.2,87.7,""
2012,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",2294,"Age-specific",126.8,121.7,132.1,""
2012,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3436,"Age-specific",200.2,193.6,207,""
2012,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",6183,"Age-specific",318.5,310.6,326.5,""
2012,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",10200,"Age-specific",514.6,504.6,524.7,""
2012,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",12406,"Age-specific",698.9,686.7,711.3,""
2012,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",13989,"Age-specific",906.1,891.2,921.3,""
2012,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",19435,"Age-specific",1264.7,1247,1282.6,""
2012,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",24161,"Age-specific",1685.5,1664.3,1706.9,""
2012,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",22439,"Age-specific",2077.9,2050.8,2105.3,""
2012,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",23623,"Age-specific",2548.2,2515.8,2580.9,""
2012,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",22298,"Age-specific",2976.4,2937.4,3015.7,""
2012,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",16448,"Age-specific",3309.6,3259.2,3360.6,""
2012,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",10342,"Age-specific",3264.2,3201.6,3327.7,""
2013,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",695,"Age-specific",39.2,36.3,42.2,""
2013,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1568,"Age-specific",85,80.8,89.3,""
2013,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",2496,"Age-specific",134.9,129.7,140.3,""
2013,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3450,"Age-specific",204.4,197.7,211.4,""
2013,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",6294,"Age-specific",329.1,321.1,337.4,""
2013,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",10519,"Age-specific",529.6,519.6,539.9,""
2013,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",13201,"Age-specific",723.5,711.2,735.9,""
2013,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",14687,"Age-specific",932.7,917.7,947.9,""
2013,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",19412,"Age-specific",1294.3,1276.2,1312.7,""
2013,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",25742,"Age-specific",1718.3,1697.4,1739.4,""
2013,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",23505,"Age-specific",2123.6,2096.5,2150.9,""
2013,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",24569,"Age-specific",2601.1,2568.7,2633.9,""
2013,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",23011,"Age-specific",3063.5,3024.1,3103.4,""
2013,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",16896,"Age-specific",3409.6,3358.4,3461.4,""
2013,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",11039,"Age-specific",3416.6,3353.2,3481,""
2014,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",723,"Age-specific",40.9,37.9,44,""
2014,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1713,"Age-specific",92.2,87.9,96.7,""
2014,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",2502,"Age-specific",134.3,129.1,139.7,""
2014,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3462,"Age-specific",203.5,196.8,210.4,""
2014,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",6268,"Age-specific",335.4,327.1,343.8,""
2014,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",10521,"Age-specific",530.5,520.4,540.8,""
2014,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",13806,"Age-specific",735.4,723.1,747.7,""
2014,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",15108,"Age-specific",938.1,923.2,953.2,""
2014,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",18996,"Age-specific",1276.7,1258.7,1295,""
2014,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",26266,"Age-specific",1718,1697.3,1738.9,""
2014,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",24678,"Age-specific",2151.8,2125.1,2178.9,""
2014,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",25200,"Age-specific",2612.5,2580.3,2645,""
2014,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",23464,"Age-specific",3112.8,3073.1,3152.9,""
2014,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",17123,"Age-specific",3410.2,3359.3,3461.7,""
2014,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",11235,"Age-specific",3355.3,3293.6,3418,""
2015,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",771,"Age-specific",43.8,40.8,47,""
2015,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1617,"Age-specific",86.4,82.3,90.8,""
2015,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",2483,"Age-specific",132.8,127.6,138.1,""
2015,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3547,"Age-specific",203.8,197.2,210.6,""
2015,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",6082,"Age-specific",332.1,323.8,340.6,""
2015,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",10521,"Age-specific",534.7,524.6,545,""
2015,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",14103,"Age-specific",731.6,719.6,743.8,""
2015,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",15475,"Age-specific",934.1,919.4,948.9,""
2015,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",19047,"Age-specific",1285.2,1267,1303.6,""
2015,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",26801,"Age-specific",1726.5,1705.9,1747.3,""
2015,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",25372,"Age-specific",2136.8,2110.6,2163.3,""
2015,"Female","75 to 79","E92000001","England","C00-C97","All malignant cancers",25859,"Age-specific",2656.7,2624.5,2689.3,""
2015,"Female","80 to 84","E92000001","England","C00-C97","All malignant cancers",23699,"Age-specific",3140.1,3100.3,3180.3,""
2015,"Female","85 to 89","E92000001","England","C00-C97","All malignant cancers",17299,"Age-specific",3405.6,3355,3456.7,""
2015,"Female","90 and over","E92000001","England","C00-C97","All malignant cancers",11065,"Age-specific",3306.7,3245.4,3368.9,""
2016,"Female","20 to 24","E92000001","England","C00-C97","All malignant cancers",673,"Age-specific",38.8,35.9,41.8,""
2016,"Female","25 to 29","E92000001","England","C00-C97","All malignant cancers",1658,"Age-specific",87.8,83.7,92.2,""
2016,"Female","30 to 34","E92000001","England","C00-C97","All malignant cancers",2542,"Age-specific",135.6,130.4,141,""
2016,"Female","35 to 39","E92000001","England","C00-C97","All malignant cancers",3872,"Age-specific",217.1,210.4,224.1,""
2016,"Female","40 to 44","E92000001","England","C00-C97","All malignant cancers",6072,"Age-specific",341.3,332.8,350,""
2016,"Female","45 to 49","E92000001","England","C00-C97","All malignant cancers",10528,"Age-specific",536.3,526.1,546.6,""
2016,"Female","50 to 54","E92000001","England","C00-C97","All malignant cancers",14189,"Age-specific",723.4,711.5,735.4,""
2016,"Female","55 to 59","E92000001","England","C00-C97","All malignant cancers",16248,"Age-specific",951.7,937.1,966.5,""
2016,"Female","60 to 64","E92000001","England","C00-C97","All malignant cancers",19037,"Age-specific",1273.9,1255.9,1292.1,""
2016,"Female","65 to 69","E92000001","England","C00-C97","All malignant cancers",26999,"Age-specific",1729.1,1708.5,1749.8,""
2016,"Female","70 to 74","E92000001","England","C00-C97","All malignant cancers",26955,"Age-specific",2167.1,2141.3,2193.1,""
