"Year","Gender","Age_at_Diagnosis","Geography_code","Geography_name","ICD10_code","Site_description","Count","Type_of_rate","Rate","LCI","UCI","Flag"
2001,"Persons","All ages","E92000001","England","C14","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",181,"Age-standardised",0.4,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C15","Malignant neoplasm of oesophagus",6136,"Non-standardised",12.4,12.1,12.7,""
2001,"Persons","All ages","E92000001","England","C15","Malignant neoplasm of oesophagus",6136,"Age-standardised",14.9,14.5,15.3,""
2001,"Persons","All ages","E92000001","England","C16","Malignant neoplasm of stomach",7467,"Non-standardised",15.1,14.8,15.4,""
2001,"Persons","All ages","E92000001","England","C16","Malignant neoplasm of stomach",7467,"Age-standardised",18.1,17.7,18.5,""
2001,"Persons","All ages","E92000001","England","C17","Malignant neoplasm of small intestine",628,"Non-standardised",1.3,1.2,1.4,""
2001,"Persons","All ages","E92000001","England","C17","Malignant neoplasm of small intestine",628,"Age-standardised",1.5,1.4,1.6,""
2001,"Persons","All ages","E92000001","England","C18","Malignant neoplasm of colon",17903,"Non-standardised",36.2,35.7,36.7,""
2001,"Persons","All ages","E92000001","England","C18","Malignant neoplasm of colon",17903,"Age-standardised",43.5,42.8,44.1,""
2001,"Persons","All ages","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum",28193,"Non-standardised",57,56.3,57.7,""
2001,"Persons","All ages","E92000001","England","C18-C20","Malignant neoplasm of colon and rectum",28193,"Age-standardised",68.4,67.6,69.2,""
2001,"Persons","All ages","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction",2127,"Non-standardised",4.3,4.1,4.5,""
2001,"Persons","All ages","E92000001","England","C19","Malignant neoplasm of rectosigmoid junction",2127,"Age-standardised",5.2,4.9,5.4,""
2001,"Persons","All ages","E92000001","England","C20","Malignant neoplasm of rectum",8163,"Non-standardised",16.5,16.2,16.9,""
2001,"Persons","All ages","E92000001","England","C20","Malignant neoplasm of rectum",8163,"Age-standardised",19.7,19.3,20.2,""
2001,"Persons","All ages","E92000001","England","C21","Malignant neoplasm of anus and anal canal",671,"Non-standardised",1.4,1.3,1.5,""
2001,"Persons","All ages","E92000001","England","C21","Malignant neoplasm of anus and anal canal",671,"Age-standardised",1.6,1.5,1.7,""
2001,"Persons","All ages","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts",2115,"Non-standardised",4.3,4.1,4.5,""
2001,"Persons","All ages","E92000001","England","C22","Malignant neoplasm of liver and intrahepatic bile ducts",2115,"Age-standardised",5.1,4.9,5.3,""
2001,"Persons","All ages","E92000001","England","C23","Malignant neoplasm of gallbladder",422,"Non-standardised",0.9,0.8,0.9,""
2001,"Persons","All ages","E92000001","England","C23","Malignant neoplasm of gallbladder",422,"Age-standardised",1,0.9,1.1,""
2001,"Persons","All ages","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract",622,"Non-standardised",1.3,1.2,1.4,""
2001,"Persons","All ages","E92000001","England","C24","Malignant neoplasm of other and unspecified parts of biliary tract",622,"Age-standardised",1.5,1.4,1.6,""
2001,"Persons","All ages","E92000001","England","C25","Malignant neoplasm of pancreas",5965,"Non-standardised",12.1,11.8,12.4,""
2001,"Persons","All ages","E92000001","England","C25","Malignant neoplasm of pancreas",5965,"Age-standardised",14.5,14.1,14.9,""
2001,"Persons","All ages","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs",553,"Non-standardised",1.1,1,1.2,""
2001,"Persons","All ages","E92000001","England","C26","Malignant neoplasm of other and ill-defined digestive organs",553,"Age-standardised",1.4,1.3,1.5,""
2001,"Persons","All ages","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear",193,"Non-standardised",0.4,0.3,0.4,""
2001,"Persons","All ages","E92000001","England","C30","Malignant neoplasm of nasal cavity and middle ear",193,"Age-standardised",0.4,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C31","Malignant neoplasm of accessory sinuses",158,"Non-standardised",0.3,0.3,0.4,""
2001,"Persons","All ages","E92000001","England","C31","Malignant neoplasm of accessory sinuses",158,"Age-standardised",0.4,0.3,0.4,""
2001,"Persons","All ages","E92000001","England","C32","Malignant neoplasm of larynx",1837,"Non-standardised",3.7,3.5,3.9,""
2001,"Persons","All ages","E92000001","England","C32","Malignant neoplasm of larynx",1837,"Age-standardised",4.4,4.2,4.6,""
2001,"Persons","All ages","E92000001","England","C33","Malignant neoplasm of trachea",58,"Non-standardised",0.1,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C33","Malignant neoplasm of trachea",58,"Age-standardised",0.1,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C33-C34","Malignant neoplasm of trachea, bronchus and lung",31283,"Non-standardised",63.3,62.6,64,""
2001,"Persons","All ages","E92000001","England","C33-C34","Malignant neoplasm of trachea, bronchus and lung",31283,"Age-standardised",76,75.1,76.8,""
2001,"Persons","All ages","E92000001","England","C34","Malignant neoplasm of bronchus and lung",31225,"Non-standardised",63.1,62.4,63.8,""
2001,"Persons","All ages","E92000001","England","C34","Malignant neoplasm of bronchus and lung",31225,"Age-standardised",75.8,75,76.7,""
2001,"Persons","All ages","E92000001","England","C37","Malignant neoplasm of thymus",70,"Non-standardised",0.1,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C37","Malignant neoplasm of thymus",70,"Age-standardised",0.2,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C38","Malignant neoplasm of heart, mediastinum and pleura",213,"Non-standardised",0.4,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C38","Malignant neoplasm of heart, mediastinum and pleura",213,"Age-standardised",0.5,0.4,0.6,""
2001,"Persons","All ages","E92000001","England","C39","Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs",7,"Non-standardised",0,0,0,"as"
2001,"Persons","All ages","E92000001","England","C39","Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs",7,"Age-standardised",NA,NA,NA,"as"
2001,"Persons","All ages","E92000001","England","C40","Malignant neoplasm of bone and articular cartilage of limbs",224,"Non-standardised",0.5,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C40","Malignant neoplasm of bone and articular cartilage of limbs",224,"Age-standardised",0.5,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C41","Malignant neoplasm of bone and articular cartilage of other and unspecified sites",232,"Non-standardised",0.5,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C41","Malignant neoplasm of bone and articular cartilage of other and unspecified sites",232,"Age-standardised",0.5,0.4,0.6,""
2001,"Persons","All ages","E92000001","England","C43","Malignant melanoma of skin",6506,"Non-standardised",13.2,12.8,13.5,""
2001,"Persons","All ages","E92000001","England","C43","Malignant melanoma of skin",6506,"Age-standardised",14.6,14.3,15,""
2001,"Persons","All ages","E92000001","England","C44","Other malignant neoplasms of skin",52485,"Non-standardised",106.1,105.2,107.1,""
2001,"Persons","All ages","E92000001","England","C44","Other malignant neoplasms of skin",52485,"Age-standardised",126.3,125.2,127.3,""
2001,"Persons","All ages","E92000001","England","C45","Mesothelioma",1797,"Non-standardised",3.6,3.5,3.8,""
2001,"Persons","All ages","E92000001","England","C45","Mesothelioma",1797,"Age-standardised",4.4,4.2,4.6,""
2001,"Persons","All ages","E92000001","England","C46","Kaposi sarcoma",87,"Non-standardised",0.2,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C46","Kaposi sarcoma",87,"Age-standardised",0.2,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C47","Malignant neoplasm of peripheral nerves and autonomic nervous system",113,"Non-standardised",0.2,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","C47","Malignant neoplasm of peripheral nerves and autonomic nervous system",113,"Age-standardised",0.2,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","C48","Malignant neoplasm of retroperitoneum and peritoneum",296,"Non-standardised",0.6,0.5,0.7,""
2001,"Persons","All ages","E92000001","England","C48","Malignant neoplasm of retroperitoneum and peritoneum",296,"Age-standardised",0.7,0.6,0.8,""
2001,"Persons","All ages","E92000001","England","C49","Malignant neoplasm of other connective and soft tissue",1078,"Non-standardised",2.2,2.1,2.3,""
2001,"Persons","All ages","E92000001","England","C49","Malignant neoplasm of other connective and soft tissue",1078,"Age-standardised",2.4,2.3,2.6,""
2001,"Persons","All ages","E92000001","England","C50","Malignant neoplasm of breast",35830,"Non-standardised",72.5,71.7,73.2,""
2001,"Persons","All ages","E92000001","England","C50","Malignant neoplasm of breast",35830,"Age-standardised",83.3,82.5,84.2,""
2001,"Persons","All ages","E92000001","England","C64","Malignant neoplasm of kidney, except renal pelvis",4667,"Non-standardised",9.4,9.2,9.7,""
2001,"Persons","All ages","E92000001","England","C64","Malignant neoplasm of kidney, except renal pelvis",4667,"Age-standardised",11.1,10.8,11.4,""
2001,"Persons","All ages","E92000001","England","C65","Malignant neoplasm of renal pelvis",354,"Non-standardised",0.7,0.6,0.8,""
2001,"Persons","All ages","E92000001","England","C65","Malignant neoplasm of renal pelvis",354,"Age-standardised",0.9,0.8,1,""
2001,"Persons","All ages","E92000001","England","C66","Malignant neoplasm of ureter",266,"Non-standardised",0.5,0.5,0.6,""
2001,"Persons","All ages","E92000001","England","C66","Malignant neoplasm of ureter",266,"Age-standardised",0.6,0.6,0.7,""
2001,"Persons","All ages","E92000001","England","C67","Malignant neoplasm of bladder",8972,"Non-standardised",18.1,17.8,18.5,""
2001,"Persons","All ages","E92000001","England","C67","Malignant neoplasm of bladder",8972,"Age-standardised",21.9,21.5,22.4,""
2001,"Persons","All ages","E92000001","England","C68","Malignant neoplasm of other and unspecified urinary organs",119,"Non-standardised",0.2,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","C68","Malignant neoplasm of other and unspecified urinary organs",119,"Age-standardised",0.3,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","C69","Malignant neoplasm of eye and adnexa",412,"Non-standardised",0.8,0.8,0.9,""
2001,"Persons","All ages","E92000001","England","C69","Malignant neoplasm of eye and adnexa",412,"Age-standardised",0.9,0.9,1,""
2001,"Persons","All ages","E92000001","England","C70","Malignant neoplasm of meninges",79,"Non-standardised",0.2,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C70","Malignant neoplasm of meninges",79,"Age-standardised",0.2,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C71","Malignant neoplasm of brain",3582,"Non-standardised",7.2,7,7.5,""
2001,"Persons","All ages","E92000001","England","C71","Malignant neoplasm of brain",3582,"Age-standardised",8.1,7.8,8.4,""
2001,"Persons","All ages","E92000001","England","C72","Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",105,"Non-standardised",0.2,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","C72","Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",105,"Age-standardised",0.2,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","C73","Malignant neoplasm of thyroid gland",1242,"Non-standardised",2.5,2.4,2.7,""
2001,"Persons","All ages","E92000001","England","C73","Malignant neoplasm of thyroid gland",1242,"Age-standardised",2.7,2.6,2.9,""
2001,"Persons","All ages","E92000001","England","C74","Malignant neoplasm of adrenal gland",180,"Non-standardised",0.4,0.3,0.4,""
2001,"Persons","All ages","E92000001","England","C74","Malignant neoplasm of adrenal gland",180,"Age-standardised",0.4,0.3,0.4,""
2001,"Persons","All ages","E92000001","England","C75","Malignant neoplasm of other endocrine glands and related structures",73,"Non-standardised",0.1,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C75","Malignant neoplasm of other endocrine glands and related structures",73,"Age-standardised",0.2,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C76","Malignant neoplasm of other and ill-defined sites",472,"Non-standardised",1,0.9,1,""
2001,"Persons","All ages","E92000001","England","C76","Malignant neoplasm of other and ill-defined sites",472,"Age-standardised",1.1,1,1.2,""
2001,"Persons","All ages","E92000001","England","C77","Secondary and unspecified malignant neoplasm of lymph nodes",526,"Non-standardised",1.1,1,1.2,""
2001,"Persons","All ages","E92000001","England","C77","Secondary and unspecified malignant neoplasm of lymph nodes",526,"Age-standardised",1.3,1.2,1.4,""
2001,"Persons","All ages","E92000001","England","C78","Secondary malignant neoplasm of respiratory and digestive organs",4073,"Non-standardised",8.2,8,8.5,""
2001,"Persons","All ages","E92000001","England","C78","Secondary malignant neoplasm of respiratory and digestive organs",4073,"Age-standardised",9.9,9.6,10.2,""
2001,"Persons","All ages","E92000001","England","C79","Secondary malignant neoplasm of other and unspecified sites",1724,"Non-standardised",3.5,3.3,3.7,""
2001,"Persons","All ages","E92000001","England","C79","Secondary malignant neoplasm of other and unspecified sites",1724,"Age-standardised",4.2,4,4.4,""
2001,"Persons","All ages","E92000001","England","C80","Malignant neoplasm, without specification of site",5142,"Non-standardised",10.4,10.1,10.7,""
2001,"Persons","All ages","E92000001","England","C80","Malignant neoplasm, without specification of site",5142,"Age-standardised",12.6,12.2,12.9,""
2001,"Persons","All ages","E92000001","England","C81","Hodgkin lymphoma",1233,"Non-standardised",2.5,2.4,2.6,""
2001,"Persons","All ages","E92000001","England","C81","Hodgkin lymphoma",1233,"Age-standardised",2.5,2.4,2.7,""
2001,"Persons","All ages","E92000001","England","C82","Follicular lymphoma",1169,"Non-standardised",2.4,2.2,2.5,""
2001,"Persons","All ages","E92000001","England","C82","Follicular lymphoma",1169,"Age-standardised",2.7,2.5,2.9,""
2001,"Persons","All ages","E92000001","England","C82-C86","Non-Hodgkin lymphoma",8153,"Non-standardised",16.5,16.1,16.8,""
2001,"Persons","All ages","E92000001","England","C82-C86","Non-Hodgkin lymphoma",8153,"Age-standardised",19.1,18.7,19.6,""
2001,"Persons","All ages","E92000001","England","C83","Non-follicular lymphoma",2845,"Non-standardised",5.8,5.5,6,""
2001,"Persons","All ages","E92000001","England","C83","Non-follicular lymphoma",2845,"Age-standardised",6.7,6.4,6.9,""
2001,"Persons","All ages","E92000001","England","C84","Mature T/NK-cell lymphomas",466,"Non-standardised",0.9,0.9,1,""
2001,"Persons","All ages","E92000001","England","C84","Mature T/NK-cell lymphomas",466,"Age-standardised",1.1,1,1.2,""
2001,"Persons","All ages","E92000001","England","C85","Other and unspecified types of non-Hodgkin lymphoma",3673,"Non-standardised",7.4,7.2,7.7,""
2001,"Persons","All ages","E92000001","England","C85","Other and unspecified types of non-Hodgkin lymphoma",3673,"Age-standardised",8.7,8.4,9,""
2001,"Persons","All ages","E92000001","England","C86","Other specified types of T/NK-cell lymphoma",0,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","C86","Other specified types of T/NK-cell lymphoma",0,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","C88","Malignant immunoproliferative diseases",250,"Non-standardised",0.5,0.4,0.6,""
2001,"Persons","All ages","E92000001","England","C88","Malignant immunoproliferative diseases",250,"Age-standardised",0.6,0.5,0.7,""
2001,"Persons","All ages","E92000001","England","C90","Multiple myeloma and malignant plasma cell neoplasms",3137,"Non-standardised",6.3,6.1,6.6,""
2001,"Persons","All ages","E92000001","England","C90","Multiple myeloma and malignant plasma cell neoplasms",3137,"Age-standardised",7.6,7.3,7.9,""
2001,"Persons","All ages","E92000001","England","C91","Lymphoid leukaemia",3316,"Non-standardised",6.7,6.5,6.9,""
2001,"Persons","All ages","E92000001","England","C91","Lymphoid leukaemia",3316,"Age-standardised",7.8,7.5,8.1,""
2001,"Persons","All ages","E92000001","England","C91-C95","Leukaemia",6352,"Non-standardised",12.8,12.5,13.2,""
2001,"Persons","All ages","E92000001","England","C91-C95","Leukaemia",6352,"Age-standardised",14.9,14.5,15.3,""
2001,"Persons","All ages","E92000001","England","C92","Myeloid leukaemia",2703,"Non-standardised",5.5,5.3,5.7,""
2001,"Persons","All ages","E92000001","England","C92","Myeloid leukaemia",2703,"Age-standardised",6.3,6.1,6.6,""
2001,"Persons","All ages","E92000001","England","C93","Monocytic leukaemia",89,"Non-standardised",0.2,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","C93","Monocytic leukaemia",89,"Age-standardised",0.2,0.2,0.2,""
2001,"Persons","All ages","E92000001","England","C94","Other leukaemias of specified cell type",43,"Non-standardised",0.1,0.1,0.1,""
2001,"Persons","All ages","E92000001","England","C94","Other leukaemias of specified cell type",43,"Age-standardised",0.1,0.1,0.1,""
2001,"Persons","All ages","E92000001","England","C95","Leukaemia of unspecified cell type",201,"Non-standardised",0.4,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","C95","Leukaemia of unspecified cell type",201,"Age-standardised",0.5,0.4,0.6,""
2001,"Persons","All ages","E92000001","England","C96","Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",46,"Non-standardised",0.1,0.1,0.1,""
2001,"Persons","All ages","E92000001","England","C96","Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",46,"Age-standardised",0.1,0.1,0.1,""
2001,"Persons","All ages","E92000001","England","C97","Malignant neoplasms of independent (primary) multiple sites",0,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","C97","Malignant neoplasms of independent (primary) multiple sites",0,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D00","Carcinoma in situ of oral cavity, oesophagus and stomach",201,"Non-standardised",0.4,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","D00","Carcinoma in situ of oral cavity, oesophagus and stomach",201,"Age-standardised",0.5,0.4,0.6,""
2001,"Persons","All ages","E92000001","England","D01","Carcinoma in situ of other and unspecified digestive organs",431,"Non-standardised",0.9,0.8,1,""
2001,"Persons","All ages","E92000001","England","D01","Carcinoma in situ of other and unspecified digestive organs",431,"Age-standardised",1,0.9,1.1,""
2001,"Persons","All ages","E92000001","England","D02","Carcinoma in situ of middle ear and respiratory system",210,"Non-standardised",0.4,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","D02","Carcinoma in situ of middle ear and respiratory system",210,"Age-standardised",0.5,0.4,0.6,""
2001,"Persons","All ages","E92000001","England","D03","Melanoma in situ",1971,"Non-standardised",4,3.8,4.2,""
2001,"Persons","All ages","E92000001","England","D03","Melanoma in situ",1971,"Age-standardised",4.5,4.3,4.8,""
2001,"Persons","All ages","E92000001","England","D05","Carcinoma in situ of breast",3058,"Non-standardised",6.2,6,6.4,""
2001,"Persons","All ages","E92000001","England","D05","Carcinoma in situ of breast",3058,"Age-standardised",7,6.7,7.2,""
2001,"Persons","All ages","E92000001","England","D06","Carcinoma in situ of cervix uteri",20510,"Non-standardised",81.1,80,82.2,""
2001,"Persons","All ages","E92000001","England","D06","Carcinoma in situ of cervix uteri",20510,"Age-standardised",76.4,75.4,77.5,""
2001,"Persons","All ages","E92000001","England","D07","Carcinoma in situ of other and unspecified genital organs",1063,"Non-standardised",2.1,2,2.3,""
2001,"Persons","All ages","E92000001","England","D07","Carcinoma in situ of other and unspecified genital organs",1063,"Age-standardised",2.4,2.3,2.6,""
2001,"Persons","All ages","E92000001","England","D09","Carcinoma in situ of other and unspecified sites",2339,"Non-standardised",4.7,4.5,4.9,""
2001,"Persons","All ages","E92000001","England","D09","Carcinoma in situ of other and unspecified sites",2339,"Age-standardised",5.7,5.4,5.9,""
2001,"Persons","All ages","E92000001","England","D32","Benign neoplasm of meninges",1216,"Non-standardised",2.5,2.3,2.6,""
2001,"Persons","All ages","E92000001","England","D32","Benign neoplasm of meninges",1216,"Age-standardised",2.8,2.7,3,""
2001,"Persons","All ages","E92000001","England","D33","Benign neoplasm of brain and other parts of central nervous system",549,"Non-standardised",1.1,1,1.2,""
2001,"Persons","All ages","E92000001","England","D33","Benign neoplasm of brain and other parts of central nervous system",549,"Age-standardised",1.2,1.1,1.3,""
2001,"Persons","All ages","E92000001","England","D352","Benign neoplasm: Pituitary gland",456,"Non-standardised",0.9,0.8,1,""
2001,"Persons","All ages","E92000001","England","D352","Benign neoplasm: Pituitary gland",456,"Age-standardised",1,0.9,1.1,""
2001,"Persons","All ages","E92000001","England","D353","Benign neoplasm: Craniopharyngeal duct",0,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D353","Benign neoplasm: Craniopharyngeal duct",0,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D354","Benign neoplasm: Pineal gland",0,"Non-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D354","Benign neoplasm: Pineal gland",0,"Age-standardised",NA,NA,NA,"s"
2001,"Persons","All ages","E92000001","England","D37","Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs",572,"Non-standardised",1.2,1.1,1.3,""
2001,"Persons","All ages","E92000001","England","D37","Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs",572,"Age-standardised",1.3,1.2,1.4,""
2001,"Persons","All ages","E92000001","England","D38","Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs",122,"Non-standardised",0.2,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","D38","Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs",122,"Age-standardised",0.3,0.2,0.3,""
2001,"Persons","All ages","E92000001","England","D39","Neoplasm of uncertain or unknown behaviour of female genital organs",283,"Non-standardised",1.1,1,1.3,""
2001,"Persons","All ages","E92000001","England","D39","Neoplasm of uncertain or unknown behaviour of female genital organs",283,"Age-standardised",1.2,1,1.3,""
2001,"Persons","All ages","E92000001","England","D40","Neoplasm of uncertain or unknown behaviour of male genital organs",95,"Non-standardised",0.4,0.3,0.5,""
2001,"Persons","All ages","E92000001","England","D40","Neoplasm of uncertain or unknown behaviour of male genital organs",95,"Age-standardised",0.5,0.4,0.6,""
2001,"Persons","All ages","E92000001","England","D41","Neoplasm of uncertain or unknown behaviour of urinary organs",3543,"Non-standardised",7.2,6.9,7.4,""
2001,"Persons","All ages","E92000001","England","D41","Neoplasm of uncertain or unknown behaviour of urinary organs",3543,"Age-standardised",8.5,8.3,8.8,""
2001,"Persons","All ages","E92000001","England","D42","Neoplasm of uncertain or unknown behaviour of meninges",54,"Non-standardised",0.1,0.1,0.1,""
2001,"Persons","All ages","E92000001","England","D42","Neoplasm of uncertain or unknown behaviour of meninges",54,"Age-standardised",0.1,0.1,0.2,""
2001,"Persons","All ages","E92000001","England","D43","Neoplasm of uncertain or unknown behaviour of brain and central nervous system",536,"Non-standardised",1.1,1,1.2,""
2001,"Persons","All ages","E92000001","England","D43","Neoplasm of uncertain or unknown behaviour of brain and central nervous system",536,"Age-standardised",1.2,1.1,1.3,""
2001,"Persons","All ages","E92000001","England","D44","Neoplasm of uncertain or unknown behaviour of endocrine glands",220,"Non-standardised",0.4,0.4,0.5,""
2001,"Persons","All ages","E92000001","England","D44","Neoplasm of uncertain or unknown behaviour of endocrine glands",220,"Age-standardised",0.5,0.4,0.6,""
2001,"Persons","All ages","E92000001","England","D45","Polycythaemia vera",518,"Non-standardised",1,1,1.1,""
2001,"Persons","All ages","E92000001","England","D45","Polycythaemia vera",518,"Age-standardised",1.2,1.1,1.3,""
2001,"Persons","All ages","E92000001","England","D46","Myelodysplastic syndromes",2446,"Non-standardised",4.9,4.8,5.1,""
2001,"Persons","All ages","E92000001","England","D46","Myelodysplastic syndromes",2446,"Age-standardised",6,5.8,6.3,""
2001,"Persons","All ages","E92000001","England","D47","Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",2201,"Non-standardised",4.5,4.3,4.6,""
2001,"Persons","All ages","E92000001","England","D47","Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",2201,"Age-standardised",5.3,5.1,5.5,""
